ingredients_text,lang
"Nudle: pšeničná mouka, bramborový škrob, palmový olej, sůl, Kořenící základ: ochucovadla - olej z rýžových otrub, cukr, sladidlo E420, emulgátor E322 (obsahuje sóju), regulátor kyselosti E501, E339, E500, antioxidant E306, výtažek ze zeleného čaje (oligosacharidy, čajový katechin), kyselina citronová E330), barvivo E101. 

Polévkový základ: ochucovadla (sója, kukuřičná mouka, cibule, maltodextrin, sůl, palmový olej, pšenice, krevety), cukr, karamelový prášek (maltodextrin, barvivo E150c), zvýrazňovač chuti E627, E631, sůl, rostlinný olej (řepka, olivy, kukuřice, arašídy, sezam, hořčice),cibule. 

Vločky: hydrolyzovaná rostlinná bílkovina (sója) glukóza, pšeničný lepek, zelí, smažené brambory (brambory, palmový - olej), cibule, mrkev.",cs
"Vyrobce/Vyrobca: Bellinni, S I Gracie Opletalova 1013/59, 110 00 Praha 1, Skladujte v suchua chrante před tenlem Tyčinka Run-ni ptáče meruňka s mandlí a chia Tyčinka Run-ni ptáče marhula s mandlami a chia Stoženi: avoce 70 % (datle, merunky 28 %), ovesné vločky, slunečnicová semínka loupa - fia, Cnd seminka 5%, loupaná jádra mandlí 2%, Zloženie, ovocie 70% (datle, marhule Výživové údaje na 100 g Energie/Energia: Tuky: - z toho nasycené mastné kyseliny z toho nasýtené mastné kyseliny: 0,8g Sacharidy: z toho cukry: Bilkoviny/Bielkovinyc Sül/Sol: 1387 kJ/",cs
"22% banánová dřeň, 19% koncentrát hroznové šťávy, 18% pomerančová šťáva, 17% mangová dřeň, 7% maracujová šťáva, 7% pomerančová dužnina, 5% jablečná šťáva, 3% jablečná šťáva z koncentrátu, stabilizátory: karubin, guma guar; kyselina: kyselina citronová.",cs
"mrkvový protlak (38 %), pitná voda, koncentrovaná pomerančová šťáva (12 %), cukr, jablečný protlak (5 %), jablečná šťáva z koncentrátu (5 %), regulátory kyselosti (kyselina citronová, kyselina . jablečnál, aroma, L-askorbová kyselina (vitamin C).",cs
"Glukózový sirup, cukr, modifikovaný bramborový škrob, kyseliny: kyselina citronová; koncentráty ovocných šťáv (višeň, jahoda, jablko, broskev, hruška, citron), přírodní aroma, rostlinné koncentráty koncentrát z mrkve, černého rybízu, ředkve, jablka, spiruliny, světlice barvířské), kokosový olej, lešticí látky: karnaubský vosk.",cs
pomerančová šťáva z koncentrátu.,cs
"40% mrkev, 40% hrášek, 20% kukuřice.",cs
"pravý černý čaj Ceylon Ruhuna, přírodní aroma bergamotu, květy pomerančovníku.",cs
"74% koncentrovaný rajčatový protlak', cukr, ocet kvasný lihový, modifikovaný škrob, jedlá sůl, koření. 'z ekologického zemědělství.",cs
"cukr, kakaové máslo, sušené plnotučné mléko, sušena smetana (mléko) 8%, kakaová hmota, sušená sladká syrovátka (mléko), mletá káva (2%), mléčný cukr,emulgátor. lectiny (sája); přrodní vanilkové aroma. Může obsahovat stopy lískových ořechů, jiných skořápkových plodů a obilovin obsahujíddh Repek.",cs
"Pitná voda, třtinový cukr*, mandle* (2,3 %), zahušťovadlo: guarová guma*; emulgátor: lecitiny*: jedlá sůl, stabilizátor: guma gellan. *Z ekologického zemědělství.",cs
"tvaroh, jedlá sůl nejvýše 5,6 %, regulátory kyselosti E500, E170, mlékařské kultury",cs
Ovesné vločky,cs
"Pasterované _mléko_¹, jedlá sůl, mikrobiální syřidlo, kyselina: kyselina citronová. ¹z ekologického zemědělství.",cs
"Cukr, kakaové máslo, rýžový sirup, kakaová hmota, lískoořechová pasta, emulgátor: lecitiny, přírodní vanilkové aroma,",cs
"Brambory 49%, pšeničná mouka,uzenina 20% (hovězí a vepřove maso vepřové kůže,pitná voda,bramborový škrob, uusitanová solící směs (jedlá sůl, konzervant E260 jodičnan draselný),selektované vepřové kůže,pšeničná vláknina(neobsahuje lepek),modifikovaný škrob E1422,zahušťovadlo E407, E415,E412,stabilizátor E450 E451,dextróza antioxidant E300, látka zvýrazňující chuť a vůni E621 pepř bílý mletý extrakty koření, česnekový granulát), jedlá suljodičnan draselný protispékavá látka E535) sušená vejce. Baleno v Výživové anné atmosféře E941 a E 290 TRA na 100g energie: 738kJ/175kcal, tuky 2,1g. nasycené/nasýtené mastné kyseliny 0,7g, sacharidy 32,0g. cukry 9,1g, bílkovny/bielkoviny 6,69 s/sol 0,88g Šarže:4230 Hmotnost: 300 g Spotřebujte do: 02.0 vyjmutí z obalu doporučeno ohřívat zakrytė v mikrovlnné troubě 2-3 min. Připrava Skladujte při teplotě 1-5 °C Po otevření ihned spotřebuite",cs
"Rostlinné oleje (řepkový, slunečnicový, v různých poměrech), kokosový tuk, pitná voda, mořská sůl (1,1%), přípravek z bobu obecného, emulgátor (lecitin), přírodní aroma, barvivo (karoteny)",cs
"Paprika (76 %), lilek (12 %), slunečnicový olej, kvasný ocet lihový, rajčatový koncentrát (2,6 %), jedlá sůl (max. 2 %), cukr, směs koření, feferonky.",cs
"Pitná voda, řepkový olej, _sója_, zahušťovadlo: bramborový škrob, aroma, koření a extrakty koření, dextróza, želírovací látka: karagenan, antioxidanty: kyselina askorbová E316, kvasniční extrakt, avokádo 5%, zahušťovadlo E1422, jedlá sůl, cibule, medvědí česnek 0,2%.",cs
"Voda, řepkový olej, okurky 5,9 %, modifikovaný škrob, ocet kvasný lihový, cukr, česneková pasta 3 %, jedlá sůl, aromata, citronová šťáva koncentrovaná, konzervant (kyselina sorbová), kopr.",cs
"Sladidlo: maltitol; celozrnné ovesné vločky (25 %), pšeničný extrudát (celozrnná pšeničná mouka), bílá čokoláda se sladidlem (9 %) (sladidlo: maltitol, kakaové máslo, sušené plnotučné mléko, emulgátor: lecitiny), kukuřičné lupínky (7 %) (kukuřice, extrakt z ječného sladu), pšeničný kakaový extrudát (celozrnná pšeničná mouka, kakaový prášek se sníženým obsahem tuku), kousky pražených arašídů, slunečnicový olej, přírodní aroma, zvlhčovadlo: glycerol; emulgátor: lecitiny; jedlá sůl. Může obsahovat stopy skořápkových plodů, hořčice, lupiny, sóji a sezamu.",cs
"Bulgurový salát (67 %) [vařený bulgur (61%) (bulgur z _pšenice_ tvrdé, voda), rajčatovo - papriková omáčka (27 %) (marinovaná sušená rajčata (sušená rajčata, voda, cukr, sůl), pasterovaná rajčata (rajčata, rajčatová šťáva, sůl), papriková pasta (papriky, cukr, sůl, ocet kvasný lihový), řepkový olej, voda, cukr, marinovaná cibule (cibule, sůl), marinované červené papriky (červené papriky, ocet kvasný lihový, cukr, sůl), ocet kvasný lihový, sušený česnek, provensálské koření, modifikovaný kukuřičný škrob, sůl, koření, regulátory kyselosti (kyselina citronová, kyselina octová), antioxidant (kyselina L-askorbová)), červené fazole (9%) (červené fazole, sůl, cukr), petržel, řepkový olej, provensálské koření, sušený česnek, antioxidant (kyselina L-askorbová)], paprikovo-cizrnová pasta (33 %) [vařená cizrna (49 %) (cizrna, voda), papriková pasta (17 %) (červená paprika, cherry paprika, cukr, sůl, ocet kvasný lihový), řepkový olej, _sezamová pasta_ Tahini (8 %), voda, ocet kvasný lihový, extrakty koření, sůl, česnekový prášek, kmín, regulátor kyselosti (kyselina citronová)].",cs
"Voda, jackfruit (17 %), květák (17 %), strouhanka (PŠENIČNÁ MOUKA, Sůl, koření, droždí), rostlinné oleje (slunečnicový, řepkový), OVESNÉ VLOČKY, modifikovaný škrob, PŠENIČNÁ MOUKA, přírodní aroma, škrob (obsahuje PŠENICI), PŠENIČNÝ LEPEK, sůl, zahušťovadla: metyl celulosa [rostlinná vláknina), SÓJOVÝ PROTEIN.",cs
"MIX POMAZÁNEK, POMAZÁNKA ZE SUŠENÝCH RAJČAT, POMAZÁNKA ZE ZELENÝCH OLIV A POMAZÁNKA ZE SUŠENÝCH RAJČAT A OLIV, SLOŽENÉ POMAZÁNKA ZE SUŠENÝCH RAJČAT 33,3% JSUŠENÁ RAJČATA 50 %, SLUNEČNICOVÝ OLEJ, PITNÁ VODA, KAPARY, PYRÉZE SUŠENÝCH RAJČAT 1% JEDLÁ SUL, OCET KASNÝ VNNÝ BLY, SARDEL OBECNÁ (ENGRALLIS ENCRASICHOLLS, OCET KVASNÝ UHOVÝ, BÍLÝ PEPŘ, HOUBOVÝ PRÁŠEK, KONZERVANITY SORBAN DRASELAY, DSROTAN SODNÝ, DISRICITIAN DRASELNÝ, POMAZÁNKA ZE ZELENÝCH OLM33,3% (ZELENÉ OLMY 60% ŘEPKOVÝ OLEIL SLUNEČNICOVÝ OLEJ OBLLE PITNÁ VODA JEDA SUL, OCET KAASNY WNY BLY, BYLINY, ČESNEK, KOREN, REGULÁTOR KYSELOSTE: KYSELINA CITRONOVÁ: CUKR, HOUBOVÝ PRÁŠEK, HYDROLYZOVANÁ ŘEROVÁ BLKONA KOVERANTE SORBAN DRASELINY, DISPITIAN DRASELNÝ, OCET KVASNÝ LIHOVÝ, CITRUSOVÁ VLÁKNINA, PŘÍRODNÍ AROMATA, POMAZÁNKA ZE SUŠENÝCH RAJČATA OLV 33,3% SLIVENCOW CLEL SUSENA RAJCATA 29%, ZELENÉ OLAY 12% ČERNÉ OLAY 12%, PAPRIKA, OBULE, PITNÁ VODA, JEDLÁ SŮL, PYRÉZE SUŠENÝCH RAJČAT 1% BAZALKA, OCETKUASNY BALZAMKOM KAPARY DESNEC HOUBOM PRÁŠEK, OCET KVASNÝ LIHOVÝ, KONZERVANITY: SORBAN DRASELNÝ, DISŘÍČÍTAN SODNÝ, REGULÁTOR KYSELOSTI: KYSELINA CITRONOVÁ, CITRUSOVÁ VLÁKNINA, STABILIZATOR ALLKOWN HERNAT MÁLNÍ TRVANLIVOST DO: VZHORNÍ STRANA OBALU, SKLADUJTE A UCHOVÁVEJTE PŘI TEPLOTĚ DO  7 °C, PO OTEVŘENÍ HNED SPOTŘEBLUTE VÝROBCE BOUTER GROUP, KONINGSBETINES:31, 1329/48 MERE, NZOZEMSKO PRODÁVAJÍCÉ ALBERT ČESKÁ REPUBLIKA, SRO, RADLICKÁ 520117, 158 00 PRAHA5, ČESKÁ REPUBLIKA ZÁKAZNICKÁNFOLINKA:  420 800-402 402, WW,ALBERT,CZ VÝŽIVOVÉ ÚDAJE NA 100 g: ENERGETICKÁ HODNOTA,,,, 1397 kJ /",cs
"Cukr, glukôza, voda, kyselina citrônova, barviva (E102, E110, E122, E124 - mohou nepfiznivè ovlivñovat cinnosti pozornost déti).",cs
"Kuřecí prsa 95%, pitná voda, jedlá sůl, konzervant (E 250), dextróza, stabilizátor (E 451), antioxidant (E 300).",cs
"Pitná voda, 25% _sójové boby_, jedlá sůl, zpevňující látky: chlorid vápenatý, chlorid hořečnatý; kouř z bukového dřeva.",cs
"voda, jablečná šťáva z koncentrátu, oxid uhličitý, kyselina citronová, přírodní aromata, sladidla, acesulfam K, sukralóza, regulátor kyselosti, barvivo",cs
"Skummetmalk, valleprotein (af mælk), vand, modificeret majsstivelse, sort gulerodskoncentrat, hibiscuskoncen-trat, mælkesyrekultur, sødestoffer (E 950, E 951), naturlig blåbæraroma, surheds-
regulerende middel (E 330), laktaseenzym.
Indeholder aspartam (en phenylalanin-kilde).",da
"Sukker, hvedemel, vegetabilske olier (palme, solsikke), mørk chokolade (sukker, kakaomasse, kakaosmør, glukosesirup, emulgator (sojalecitiner)), havremel, smør, 4% hasselnødder, skummetmælkspulver, fedtfattigt kakaopulver, hævemidler (E 500, E 450), _laktose_ (_mælk_), æggepulver, salt, naturlige aromaer, emulgator (sojalecitiner). Kan indeholde spor af mandler, _pekannødder_ og _queenslandnødder_ (macadamianødder).",da
"Ærteprotein (Pisum sativum), risprotein (Oryza sativa), kalium, tørret ingefær (Zingiber officinale), rødalge (Lithothamnium], magnesium, Chlorella-alge (Chlorella vulgaris), Spirulina-alge (Arthrospira platensis), grønkål (Brassica oleracea var. sabellica herba), spinat [Spinacia oleracea L.), fortykningsmiddel (cellulosegummi), citronaroma, vitamin C, vitamin E, selen, zink, niacin, kobber, mangan, vitamin A, vitamin D, vitamin B6, folsyre, sødestof (steviolglycosider fra Stevia]. Stavones Dry storage at room",da
Tørrede økologiske Chufas (jordmandler) fra planten Cyperus esculentus Lativum,da
"4619 XXX-stærke Bolcher Ingredienser: Sukker, glukosesirup, Smagsforstærker ammoniumchlorid, mollasses, lakridspulver, salt, vand, aroma, Peber, Kan indeholde spor af: mælk, soja, hvede, byg, æg, jordnødder, mandel, pistacienød, valnød og hasselnød, Voksenbolche - ikke børnebolche Nettovægt: 125 gr, Næringsindhold pr, 100gH Energl",da
